Handle,Title,Body (HTML),Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Inventory Qty,Image Src,Google Shopping / MPN
NSS192,SWITCH Fashion Dreamer,"Enter a virtual world full of your fashion imagination, where coordination and communication play a major role. A new life as an influencer awaits you!

Create new clothes and get likes!

The virtual space is teeming with muses - fashion fans - who are always looking for new inspiration. Dazzle them with your latest pieces and if you catch their eye, you'll get their likes. Collect more and more likes and become an iconic fashion influencer!

Send likes and get new items!

Have you spotted a muse with impeccable taste? Let her know! Giving a like will allow you to use their fashion pieces not only for yourself, but also when recommending outfits to other muses.



Start your own brand with your own items!

You can have a blast designing new outfits and accessories! Customize over 1400 collectibles with your favorite styles and colors, and sew your own unique style for yourself. Your creations are the foundation of your brand, so recommend them to other muses and conquer the fashion world with them!

Communicate with muses from all over the world online!

When you connect to the internet, other players' muses will appear in your world and you can wear their original outfits. Before you know it, your own designs could become an international hit!",Nintendo,Nintendo Switch Games,045496511166,30,"0,05",21,https://com.cqe.cz/img/galery/original/1_60193.jpg,NSS192
NSP078P,Joy-Con Pair Neon Purple/Neon Orange,"Produkt má poškozený obal, zboží je funkční a nepoškozené.

 



Nová dimenze ovládání

Všestranné ovladače Joy-Con nabídnou množství překvapivých herních zážitků. Dva Joy-Con ovladače je možné používat každý v jedné ruce či dohromady jako jeden herní ovladač za pomoci Joy-Con gripu. Je také možné je připojit na konzoli v rámci handheld módu nebo se podělit s kamarádem a v podporovaných titulech si tak užít multiplayerovou zábavu pro dva. Každý Joy-Con má vlastní plnou sadu tlačítek a může být tedy používán jako samostatný ovladač a zároveň je vybaven akcelerometrem a gyroskopickým pohybovým senzorem, což umožňuje nezávislé pravé a levé pohybové ovládání.

Levý Joy-Con dále obsahuje Capture tlačítko, které hráčům umožní jedním kliknutím pořizovat okamžité screenshoty jejich hraní a dělit se o ně s přáteli prostřednictvím sociálních sítí. Pravý Joy-Con zase obsahuje NFC bod pro interakci s amiibo figurkami stejně jako IR pohybovou kameru schopnou detekovat vzdálenost, tvary a pohyb blízkých objektů v pro tyto funkce speciálně navržených hrách. Například tato funkce dokáže určit, jak daleko je hráčova ruka a jaký formuje tvar.

Ovladače Joy-Con dále představují pokročilou funkci HD rumble, která v kompatibilních hrách umožní hráčům pocítit daleko realističtější vibrační odezvu než kdy dřív. Tento efekt je natolik detailní, že hráči mohou například cítit vibrace jednotlivých kostek ledu uvnitř sklenice, kterou bude zrovna Joy-Con simulovat. Díky funkci HD rumble budou moct hráči pocítit novou úroveň realističnosti, nedosažitelné za pomoci pouhého zraku a sluchu!



K jedné konzoli Nintendo Switch je možné skrze Bluetooth bezdrátově připojit až osm ovladačů. Může přitom jít o libovolnou kombinaci ovladačů Joy-Con a dalších ovladačů jako je například Nintendo Switch Pro Controller.

Ovladače Joy-Con mohou na jedno nabití vydržet fungovat až 20 hodin a nabíjejí se opětovným připojením ke konzoli Nintendo Switch, případně jejich napojením na Nintendo Switch Charging Grip příslušenství.",Nintendo,Switch accessories,045496431310,50,"0,18",1,https://com.cqe.cz/img/galery/original/1_60192.jpg|https://com.cqe.cz/img/galery/original/1_60191.jpg,NSP078P
NSS033,SWITCH Another Code: Recollection,"Experience the complete story of Ashley Mizuki Robbins through two adventures with Another Code: Recollection for Nintendo Switch!

This collection includes two fully enhanced Another Code games originally released on Nintendo DS and Nintendo Wii. They now offer revamped visuals, 3D environments ready for you to start exploring, dubbing, new puzzles, cutscenes, music and more! Both games also include optional hints and navigation systems to help newcomers.



Another Code: Two Memories

After receiving a letter from the father she thought had died, 13-year-old Ashley - all alone - sets out for Blood Edward Island with one goal: to find her dad. Not long after arriving, however, she meets the mysterious Ghost D and discovers a castle full of puzzles and mysteries waiting to be solved.

Another Code: Journey into Lost Memories

In this sequel set two years after the events of the original, you and Ashley travel to Lake Juliet and help her discover what really happened to her mother.

Another Code Recollection will be released on January 19, 2024 on Nintendo Switch.",Nintendo,Nintendo Switch Games,045496511432,36,"0,05",180,https://com.cqe.cz/img/galery/original/1_60433.jpg|https://com.cqe.cz/img/galery/original/1_60434.jpg|https://com.cqe.cz/img/galery/original/1_60435.jpg|https://com.cqe.cz/img/galery/original/1_60436.jpg|https://com.cqe.cz/img/galery/original/1_60437.jpg,NSS033
NSS422,SWITCH Luigi's Mansion 2 HD,"It's time to clean the house!

Join the fearful hero Luigi during his spooky quest in Luigi's Mansion 2 HD for Nintendo Switch.

In this graphically enhanced adventure, you set out to visit haunted locations in Evershade Valley, a place teeming with troublesome ghosts. Luckily, Luigi has the right equipment to deal with them, from Strolbulb to stun enemies and his trusty Poltergust, which drains spirits and objects and interacts with his surroundings. 

Luigi's paranormal escapades take him to all sorts of places, including a former research laboratory, a ruined watch factory, and a snow-covered mine.



Up to four players can team up to take on the ScareScraper challenge. This is a haunted building full of ghosts and challenges that you won't find in the main story. Bring in your ghost hunter lieutenants and conquer terrifying towers in local and online co-op.

An internet connection is required. In order to use the Online Services, you must create a Nintendo Account and accept the appropriate arrangements. The Nintendo Account Privacy Policy is enforced. Some online services may not be available in all countries.

Local co-op requires one console and one copy of the game per player.",Nintendo,Nintendo Switch Games,045496512149,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_61363.jpg|https://com.cqe.cz/img/galery/original/1_60439.jpg|https://com.cqe.cz/img/galery/original/1_60440.jpg|https://com.cqe.cz/img/galery/original/1_60441.jpg|https://com.cqe.cz/img/galery/original/1_60442.jpg,NSS422
NSS4364,SWITCH Mario vs. Donkey Kong,"Toys are coming back to town!

An old rivalry with a date of origin on the Game Bay Advance console will see its return in Mario vs. Donkey Kong for Nintendo Switch. Now and with improved graphics, you'll be solving puzzles of all kinds as well as testing your platforming skills. The goal will be one - to save all the Mini-Marios!

Take back all the Mini-Maria from Donkey Kong! 

Donkey Kong wants to retrieve a new and highly sought after Mini-Maria toy, however they have already been dismantled to the last piece. Because of this, he breaks into the factory where these toys are made and steals many of them. So Mario has to step in and get all the Mini-Maria back.



Your brain gets a workout while solving puzzles and platforming

There are levels full of puzzles awaiting Mario. Proceed one by one and get the keys needed to unlock the door behind which they Mini-Marios are.

Explore your surroundings carefully, using your wits to find out the best route and show who's under the hat and can best overcome the platforming obstacles. Stolen toys will thank you!

It's better for two

Give the controller to another player and enjoy playing in local co-op. The help of another partner will undoubtedly help you through the toughest levels!

Mario vs. Donkey Kong arrives on Nintendo Switch on February 16.",Nintendo,Nintendo Switch Games,045496511524,30,"0,05",180,https://com.cqe.cz/img/galery/original/1_60704.jpg|https://com.cqe.cz/img/galery/original/1_60455.jpg|https://com.cqe.cz/img/galery/original/1_60456.jpg|https://com.cqe.cz/img/galery/original/1_60457.jpg|https://com.cqe.cz/img/galery/original/1_60458.jpg,NSS4364
NSS5242,SWITCH Paper Mario: The Thousand-Year Door,"The Nintendo GameCube classic Paper Mario: The Thousand-Year Door returns to Nintendo Switch with improved graphics! Join Mario and his friends in an RPG adventure and discover the legendary ancient treasure of the Thousand-Year Door. Will Mario be able to complete his paper mission, or will he collapse under the pressure?",Nintendo,Nintendo Switch Games,045496511890,36,"0,05",300,https://com.cqe.cz/img/galery/original/1_61362.jpg|https://com.cqe.cz/img/galery/original/1_60444.jpg|https://com.cqe.cz/img/galery/original/1_60445.jpg|https://com.cqe.cz/img/galery/original/1_60446.jpg|https://com.cqe.cz/img/galery/original/1_60447.jpg,NSS5242
NSS5824,SWITCH Princess Peach: Showtime!,"The stage is set! Princess Peach: Showtime! is coming to Nintendo Switch. 

Princess Peach in the spotlight!

Princess Peach and her friends arrive at the Sparkle Theater for a show when Grape and the Sour Bunch suddenly appear, taking all the attention for themselves. A perfect show turns into a tragedy, and it's left to Peach to save both the show and the situation.

Stella introduces herself

Use the power of the ribbon that Peach has been given by Stella's guardian to confront the villains and save the performers!



Subversive Transformations

By transforming, Peach gains new abilities. She can become a swordswoman to defend herself against bad guys or a detective, where she will investigate clues and convict criminals. With more stolen shows to save, you'll discover that many more Peach transformations are hiding behind the curtain, including a pastry chef and a kung fu master!

Princess Peach: Showtime!!! will launch on Nintendo Switch on March 22, 2024.",Nintendo,Nintendo Switch Games,045496511623,36,,0,https://com.cqe.cz/img/galery/original/1_60985.jpg|https://com.cqe.cz/img/galery/original/1_60450.jpg|https://com.cqe.cz/img/galery/original/1_60451.jpg|https://com.cqe.cz/img/galery/original/1_60452.jpg|https://com.cqe.cz/img/galery/original/1_60453.jpg,NSS5824
NIFA0697,amiibo Smash Sora,"Get ready for a magical adventure with the Smash Sora amiibo and unlock a world where courage is key. Open the door to countless stories and battles in the world of Super Smash Bros. with this highly detailed amiibo figure that embodies Sora, the main character from the Kingdom Hearts series. Sora, who has the power of the Keyblade, will team up with Donald and Goofy on a journey across many Disney worlds to stop the Heartless invasion and restore peace.

Amiibo Smash Sora isn't just a stylish collectible, it's the key to expanding your gaming horizons. Attach the figure to your Nintendo Switch Joy-Con controller and watch Sora come to life in-game. Your fighter can learn, grow, and save levels and customization directly to the chip at the bottom of the figure. Take Sora with you and show your friends how you've perfected your hero!


	Interactive Adventure: Attach the Smash Sora amiibo to the controller and transfer its power directly into your Super Smash Bros. Ultimate.
	Learning Fighter: Your amiibo figure saves all levels and customization, allowing Sora to become stronger with each fight.
	Collectible Gem: The detailed design of the figure makes the Smash Sora amiibo not only a gaming accessory, but also a valuable collectible.
	Game Strategy on a New Level: Use Sora to analyze and improve your battle tactics thanks to his ability to learn from your play style.
	Friendly Companion: The Sora Smash amiibo brings a piece of heart and courage to your game world, always with a friendly smile.


Discover how the Smash Sora amiibo brings not only fun and strategy, but also charm and friendship to your gaming life. Get swept away in a story where every battle is a step towards greater courage and strength. Amiibo Smash Sora releases February 16, 2024, your adventure will never end!",Nintendo,amiibo figures,045496381189,11,"0,09",1,https://com.cqe.cz/img/galery/original/1_60700.jpg|https://com.cqe.cz/img/galery/original/1_60701.jpg,NIFA0697
NSPL00P,Carry Case for Nintendo Switch Lite Animal Cr.Ed.,"Ochraňte svou Nintendo Switch Lite konzoli s tímto designovým pouzdrem se vzory ze hry Animal Crossing: New Horizons a folií na display. Toto pouzdro vaši konzoli ochrání kdykoliv a kdekoliv, a vy si tak budete moci užít bezstarostného hraní vašich oblíbených her. 

Věnováno handheld hraní

Konzole pro hráče na cestách.

Nintendo Switch Lite je kompaktním, lehčím přírůstkem do rodiny Nintendo Switch se zabudovaným ovládáním.

Nintendo Switch Lite podporuje všechen Nintendo Switch software, který je možné hrát v handheld módu. Skvělá volba pro ty, kteří mají spoustu příležitostí k hraní venku a také pro kohokoli, kdo si rád užije online nebo lokální bezdrátový multiplayer s kamarády či rodinou a již vlastní vlajkovou loď konzoli Nintendo Switch.

Jako jednoúčelové herní handheld zařízení, Nintendo Switch Lite nepodporuje připojení k TV.",Nintendo,Switch Lite accessories,045496431372,16.5,"0,17",1,https://com.cqe.cz/img/galery/original/1_60838.jpg|https://com.cqe.cz/img/galery/original/1_60839.jpg|https://com.cqe.cz/img/galery/original/1_60840.jpg,NSPL00P
NSS192R,SWITCH Fashion Dreamer,"Enter a virtual world full of your fashion imagination, where coordination and communication play a major role. A new life as an influencer awaits you!

Create new clothes and get likes!

The virtual space is teeming with muses - fashion fans - who are always looking for new inspiration. Dazzle them with your latest pieces and if you catch their eye, you'll get their likes. Collect more and more likes and become an iconic fashion influencer!

Send likes and get new items!

Have you spotted a muse with impeccable taste? Let her know! Giving a like will allow you to use their fashion pieces not only for yourself, but also when recommending outfits to other muses.



Start your own brand with your own items!

You can have a blast designing new outfits and accessories! Customize over 1400 collectibles with your favorite styles and colors, and sew your own unique style for yourself. Your creations are the foundation of your brand, so recommend them to other muses and conquer the fashion world with them!

Communicate with muses from all over the world online!

When you connect to the internet, other players' muses will appear in your world and you can wear their original outfits. Before you know it, your own designs could become an international hit!",Nintendo,Nintendo Switch Games,045496511166,30,"0,05",1,https://com.cqe.cz/img/galery/original/1_60854.jpg,NSS192R
NIFA0697B,amiibo Smash Sora,"Get ready for a magical adventure with the Smash Sora amiibo and unlock a world where courage is key. Open the door to countless stories and battles in the world of Super Smash Bros. with this highly detailed amiibo figure that embodies Sora, the main character from the Kingdom Hearts series. Sora, who has the power of the Keyblade, will team up with Donald and Goofy on a journey across many Disney worlds to stop the Heartless invasion and restore peace.

Amiibo Smash Sora isn't just a stylish collectible, it's the key to expanding your gaming horizons. Attach the figure to your Nintendo Switch Joy-Con controller and watch Sora come to life in-game. Your fighter can learn, grow, and save levels and customization directly to the chip at the bottom of the figure. Take Sora with you and show your friends how you've perfected your hero!


	Interactive Adventure: Attach the Smash Sora amiibo to the controller and transfer its power directly into your Super Smash Bros. Ultimate.
	Learning Fighter: Your amiibo figure saves all levels and customization, allowing Sora to become stronger with each fight.
	Collectible Gem: The detailed design of the figure makes the Smash Sora amiibo not only a gaming accessory, but also a valuable collectible.
	Game Strategy on a New Level: Use Sora to analyze and improve your battle tactics thanks to his ability to learn from your play style.
	Friendly Companion: The Sora Smash amiibo brings a piece of heart and courage to your game world, always with a friendly smile.


Discover how the Smash Sora amiibo brings not only fun and strategy, but also charm and friendship to your gaming life. Get swept away in a story where every battle is a step towards greater courage and strength. Amiibo Smash Sora releases February 16, 2024, your adventure will never end!",Nintendo,amiibo figures,045496381189,11,"0,09",1,https://com.cqe.cz/img/galery/original/1_61243.jpg|https://com.cqe.cz/img/galery/original/1_61244.jpg,NIFA0697B
NSS151,SWITCH Endless Ocean Luminous,"Dive in and explore the mysterious underwater world

Take a deep breath and dive into the Veiled Sea, a previously unexplored area where you'll discover something new on every dive. You'll encounter more than 500 species of marine life and learn everything you need to know about them. Some are even thought to be extinct or mythical!



What will you encounter on your underwater adventure?

Head out with up to 30 other players to explore this underwater world together.

Dive in groups of up to 30 other players with a Nintendo Switch Online subscription. Gesture to greet other divers and share everything you come across.

Dive beneath the sea in Endless Ocean Luminous on May 2 on Nintendo Switch.",Nintendo,Nintendo Switch Games,045496511807,30,"0,05",5,https://com.cqe.cz/img/galery/original/1_61268.jpg|https://com.cqe.cz/img/galery/original/1_61269.jpg|https://com.cqe.cz/img/galery/original/1_61270.jpg|https://com.cqe.cz/img/galery/original/1_61271.jpg|https://com.cqe.cz/img/galery/original/1_61272.jpg,NSS151
NSH123,Nintendo Switch Lite Hyrule Edition + 12M NSO + EP,"Nintendo Switch Lite Hyrule Edition: Your Gateway to the Legendary World of Zelda!

This special edition of The Legend of Zelda-style Nintendo Switch Lite will be released on September 26th!



Enjoy access to a range of classics from The Legend of Zelda series with a one-year individual subscription to the Nintendo Switch Online + Expansion Pack.

Get ready for an epic adventure that fits in your pocket!

Introducing the Nintendo Switch Lite Hyrule Edition - a limited edition that will turn your gaming experience into a legend. Inspired by the iconic The Legend of Zelda series, this exclusive console isn't just a gaming device. It's the key to endless adventures that you can always have with you.

Why is the Nintendo Switch Lite Hyrule Edition an irresistible choice?


	Exclusive Design: Immerse yourself in the world of Zelda with a unique console look that pays homage to the legendary series.
	Portability: The compact size allows you to play anywhere, anytime - at home, on the go, in the park, or during a break from work.
	Performance in a small package: Experience a full-fledged gaming experience without compromise, despite its smaller size.
	Nintendo Switch Online + Expansion Pack Annual Subscription: Get access to a vast library of classic Zelda games and many other titles.
	Join a community of millions of players around the world.


Don't hesitate - this legendary edition will be available from September 26th!

The number of pieces is limited. Secure your piece of history and become part of the legend today. Order your Nintendo Switch Lite Hyrule Edition and get ready for life-changing adventures!",Nintendo,Nintendo Switch console,045496453893,178,"0,65",500,https://com.cqe.cz/img/galery/original/1_62050.jpg|https://com.cqe.cz/img/galery/original/1_62051.jpg|https://com.cqe.cz/img/galery/original/1_62052.jpg|https://com.cqe.cz/img/galery/original/1_62249.jpg|https://com.cqe.cz/img/galery/original/1_62250.jpg|https://com.cqe.cz/img/galery/original/1_62850.jpg,NSH123
NSS133,SWITCH Donkey Kong Country Returns HD,"Stomp, bash, and barrel roll through Donkey Kong Island in this 2D platforming adventure

Help Donkey Kong and Diddy Kong reclaim their precious banana hoard from the villainous Tiki Tak tribe in Donkey Kong Country Returns HD for Nintendo Switch! Stomp enemies, blast through barrels, ride rockets and mine carts (and even rhino Rambi) across 80 levels in nine worlds.

Play the game as it was originally designed for Nintendo Wii, or lower the difficulty and gain extra hearts and other goodies to make your adventure a bit easier. The entire title has been graphically enhanced to HD for Nintendo Switch and includes additional levels from the Nintendo 3DS version!



Team up with a friend and play through the entire game as Donkey Kong and Diddy Kong.

Pass a Joy-Con controller to a friend and take on the Tiki Tak tribe as Donkey Kong and Diddy Kong in local two-player co-op. Blast enemies with Diddy's Peanut Popgun, hover with his Barrel Jet, or slam baddies to the ground with DK's Ground Pound (or barrel roll over them). Work together and reclaim bananas by the bunch!

Donkey Kong Country Returns HD lands on Nintendo Switch on January 16, 2025.

Multiplayer requires one compatible controller per player. Additional controllers (sold separately) may be required.",Nintendo,Nintendo Switch Games,045496512705,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_62068.jpg|https://com.cqe.cz/img/galery/original/1_62069.jpg|https://com.cqe.cz/img/galery/original/1_62070.jpg|https://com.cqe.cz/img/galery/original/1_62071.jpg|https://com.cqe.cz/img/galery/original/1_62072.jpg,NSS133
NSS4328,SWITCH Mario &amp; Luigi: Brothership,"Get ready for an island adventure starring Mario and Luigi!

The brothers are back for a brand new adventure on the high seas! Join Mario and Luigi on the island of Shipshape, which is made up partly of boats, and travel the vast world of Concordia. Launch yourself from the cannon of the Shipshape and find your way through islands that range from tropical rainforests to bustling cities. There's plenty of exploring to be done!

On the way, you'll meet new friends like Connie and Snoutlet (who is definitely not a pig) as well as familiar faces from the Mushroom Kingdom - Peach and Bowser. They will all help you on your journey!



To succeed, you'll have to rely on Mario and Luigi's brotherly bond. Use the powerful so-called Bros. Attacks in dynamic turn-based battles. You'll need every advantage this &quot;brotherhood&quot; provides to save the day!

Mario Bros. will show up on Nintendo Switch on November 7 in Mario &amp; Luigi: Brotherhood.",Nintendo,Nintendo Switch Games,045496512507,36,"0,51",180,https://com.cqe.cz/img/galery/original/1_62063.jpg|https://com.cqe.cz/img/galery/original/1_62064.jpg|https://com.cqe.cz/img/galery/original/1_62065.jpg|https://com.cqe.cz/img/galery/original/1_62066.jpg|https://com.cqe.cz/img/galery/original/1_62067.jpg,NSS4328
NSS6734,SWITCH Super Mario Party Jamboree,"Enjoy the latest Mario Party jamboree style featuring seven board games and over 110 mini-games!

Get ready for the biggest Super Mario Party yet in Super Mario Party Jamboree for Nintendo Switch. This jamboree is packed with over 110 minigames - from running to carousels to motion-controlled miniature golf, enjoy the most minigames in Mario Party history!

With seven board games in total, you'll go downstream in Goomba Lagoon, search for stars in Rainbow Galleria, or revisit classics familiar from past installments like Western Land and Mario's Rainbow Castle.



Participate in Koopathlon, an online rivalry that will offer up to 20 players competing for the first time ever. Collect the highest scores in mini-games like the fast lane change. The higher your score in each round, the faster you'll reach the finish line. Koopathlon is just one of several add-on modes - every Mario Party player will find their favourite!

Super Mario Party Jamboree will release on Nintendo Switch on October 17, 2024.

Movement-controlled minigames require Joy-Con controllers and are not available for online play. Motion-controlled minigames are also not available for the Nintendo Switch Lite console or the Pro Controller, but minigames using button controls can still be played with this console and this accessory.

Multiplayer requires one compatible controller for each player. Additional controllers (sold separately) may be required.",Nintendo,Nintendo Switch Games,045496512606,36,"0,06",500,https://com.cqe.cz/img/galery/original/1_62571.jpg|https://com.cqe.cz/img/galery/original/1_62059.jpg|https://com.cqe.cz/img/galery/original/1_62060.jpg|https://com.cqe.cz/img/galery/original/1_62061.jpg|https://com.cqe.cz/img/galery/original/1_62062.jpg,NSS6734
NSS697,SWITCH The Legend of Zelda: Echoes of Wisdom,"Use the wisdom of Princess Zelda to save the kingdom of Hyrule in The Legend of Zelda: Echoes of Wisdom for Nintendo Switch.

The inhabitants of Hyrule are carried away by the strange rifts that have appeared, and since a swordsman is among the missing, he lies on Princess Zelda to save her kingdom.



Team up with the mysterious Fairy Tri and learn how to use the power of her staff to create echoes or imitations of things you find around you. You can then create these echoes whenever you want to solve puzzles and defeat opponents.

Create echoes as blocks of water to reach high ground, build bridges out of old beds, throw rocks at enemies, or try to find your own creative combination of echoes and do things your way. You can even create echoes of monsters that will fight side by side with you!

The Legend of Zelda: Echoes of Wisdom arrives on Nintendo Switch on September 26, 2024.",Nintendo,Nintendo Switch Games,045496512408,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_62458.jpg|https://com.cqe.cz/img/galery/original/1_62054.jpg|https://com.cqe.cz/img/galery/original/1_62055.jpg|https://com.cqe.cz/img/galery/original/1_62056.jpg|https://com.cqe.cz/img/galery/original/1_62057.jpg,NSS697
NSS213,SWITCH Fitness Boxing 3: Your Personal Trainer,"Only training separates you from your new self! There's plenty of punching and dodging to do in Fitness Boxing 3: Your Personal Trainer, coming to Nintendo Switch on December 5. Achieve your goals!",Nintendo,Nintendo Switch Games,045496512798,30,,0,https://com.cqe.cz/img/galery/original/1_62612.jpg|https://com.cqe.cz/img/galery/original/1_62613.jpg|https://com.cqe.cz/img/galery/original/1_62614.jpg|https://com.cqe.cz/img/galery/original/1_62615.jpg|https://com.cqe.cz/img/galery/original/1_62616.jpg|https://com.cqe.cz/img/galery/original/1_62617.jpg|https://com.cqe.cz/img/galery/original/1_62618.jpg,NSS213
NISCA10,Nintendo Sound Clock Alarmo,"Wake up to the world of games!



Awakening

Choose a game, a scene from it, set the time and let Alarmo take care of the rest! The next morning you'll wake up at a specific time to the sounds and music from that game.

No more tossing and turning

Alarmo has a motion sensor that responds to movement. It will play sounds if you stretch your arms or continue to roll over. The alarm will quiet down if you get up from bed.

Motion sensing features only work when Alarmo is not in Button mode.

Getting out of bed

Once you get up from bed, the alarm will stop playing music without you having to touch it.

Make waking up fun

Choose from 35 different alarms selected from five Nintendo games. Each alarm has a unique sound, visual appearance and creates a different feeling when waking up. The screen appearance also changes according to the chosen game.

Customize your alarm and let it track how you sleep

Check your night records, how much time you spent in bed, how much you moved during sleep, or find out how long it took you to actually get out of bed.

Software update requires internet connection.

Turn on sounds for faster falling asleep that will help you calm down using relaxing music and sounds. These will start playing when you go to bed at the set time.

Choose between Firm mode, where the alarm gradually increases while you're in bed, or Gentle mode. This offers more consistent waking up. If you prefer how a classic alarm works, then choose Button mode.

Note: Alarmo does not include AC adapter, it must be purchased separately.",Nintendo,Switch accessories,045496445010,71.5,"0,34",500,https://com.cqe.cz/img/galery/original/1_63609.jpg|https://com.cqe.cz/img/galery/original/1_63606.jpg|https://com.cqe.cz/img/galery/original/1_63607.jpg|https://com.cqe.cz/img/galery/original/1_63608.jpg,NISCA10
NIFA0043B,amiibo Super Mario - Donkey Kong,"Product has damaged packaging, the goods are functional and undamaged


Enhance your gaming experiences with the legendary king of the jungle!

About Donkey Kong Character

This king of the jungle is known for his immense strength, absentmindedness, and above all, his crazy love for bananas. His adventures usually begin when someone steals his supplies. As his massive figure suggests, Donkey Kong is truly strong, but he'll surprise you with his speed too! His characteristic red tie is adorned with his initials DK.

Amiibo Figure Features


	Unlocks special content in compatible games
	Allows you to train and improve your own version of the character
	Collectible piece with detailed craftsmanship


Compatibility

You can use the figure on the following devices:


	Nintendo Switch - by placing it on the NFC point on the right Joy-Con or Pro Controller (sold separately)
	Wii U - by placing it on the NFC point on the Wii U GamePad
	New Nintendo 3DS/3DS XL/2DS XL - by placing it on the NFC area on the bottom screen
	Nintendo 3DS/3DS XL/2DS - using the NFC Reader/Writer accessory (sold separately)


Expand your amiibo collection with the legendary Donkey Kong and discover new possibilities in your favorite Nintendo games! For the current list of compatible games, visit the official Nintendo amiibo website.",Nintendo,amiibo figures,045496380236,10,"0,15",5,https://com.cqe.cz/img/galery/original/1_63118.jpg|https://com.cqe.cz/img/galery/original/1_63117.jpg,NIFA0043B
NSS836,SWITCH Xenoblade Chronicles X: Definitive Edition,"Fight for survival and explore vast territories of an alien world in Xenoblade Chronicles X: Definitive Edition for Nintendo Switch. This graphically enhanced version of the epic RPG will offer additional content including new story fragments.



Here We Build Our Own Future

The year is 2054. Earth was destroyed during an intergalactic war between two alien races, and humanity is on the brink of extinction. A small number of survivors flee aboard the USS White Whale, but crash-land on the vast and inhospitable planet Mira. Now it's up to you, as a member of BLADE, to save humanity from complete extinction.

Mira Welcomes You

Mira is a vast alien world filled with wide oceans, grassy plains, high mountains, exotic jungles, and other locations, each with its own secrets to discover. But beware, you'll also find threats that must be faced. During your journey, you'll not only move across the planet's surface and explore many large areas but also watch as local ecosystems come to life. You'll encounter numerous unknown, gargantuan beasts, with whom you'll have to fight for valuable resources.

Armed and Ready for Action

In the sophisticated combat system, you can choose between extensive options of special attacks, abilities, and classes. Once you prove you can be part of BLADE, you'll get to pilot and customize your own mech called Skell. It can fly or transform into a vehicle, which will help you both in traveling and enhance your combat capabilities.

The New Los Angeles Community Needs You

During reconstruction, you'll meet various people from New Los Angeles (NLA), with whom you'll gradually build relationships as members of your party. This will subsequently help you unlock new quests and obtain rare rewards. Join a selected military organization within BLADE and set out to conquer even more missions – or team up with up to 31 other players and venture into the online world to complete Squad Tasks, Online Missions, or extra challenging Global Nemesis Battles!

Xenoblade Chronicles X Definitive Edition releases March 20, 2025, on Nintendo Switch.",Nintendo,Nintendo Switch Games,045496512880,36,"0,06",500,https://com.cqe.cz/img/galery/original/1_63956.jpg|https://com.cqe.cz/img/galery/original/1_63202.jpg|https://com.cqe.cz/img/galery/original/1_63203.jpg|https://com.cqe.cz/img/galery/original/1_63204.jpg|https://com.cqe.cz/img/galery/original/1_63205.jpg,NSS836
NSS689B,SWITCH The Elder Scrolls V: Skyrim,"Product has damaged packaging, the goods are functional and undamaged
You can claim warranty within 2 years of purchase.


Play your beloved RPG for the first time anywhere, anytime

The High King of Skyrim has been assassinated. The Alliance wants to reclaim the throne for themselves. In the midst of this conflict, a far more dangerous, ancient evil is awakened. The dragons, long lost in the world of the Elder Scrolls, have returned to Tamriel. The future of Skyrim, and the Empire itself, hangs in the balance. So they await the previously destined Dragonborn, Dragonborn, a hero born with the power of the voice, and the only one who can stop the dragons.

Skyrim reintroduces an open world epic fantasy world. The game takes the gameplay and technology of the virtual world to new heights. Play as any type of character you can imagine. You can do whatever you want. The legendary freedom of choice, storytelling and adventure of The Elder Scrolls world has never been so great.



Choose from hundreds of weapons, spells and abilities. A new character system lets you play how you want. Your abilities improve based on what you do. Fight ancient dragons like you've never seen before. As a Dragonborn, uncover their secrets and gain their power for yourself.",Nintendo,Nintendo Switch Games,045496421229,35,,5,https://com.cqe.cz/img/galery/original/1_63181.jpg|https://com.cqe.cz/img/galery/original/1_63182.jpg|https://com.cqe.cz/img/galery/original/1_63183.jpg|https://com.cqe.cz/img/galery/original/1_63184.jpg|https://com.cqe.cz/img/galery/original/1_63185.jpg|https://com.cqe.cz/img/galery/original/1_63186.jpg,NSS689B
NSS532R,SWITCH Pokémon Brilliant Diamond,"Product is unpacked, the goods are functional and undamaged
You can claim warranty within 2 years of purchase.


Head to the Sinnoh region in Pokémon Brilliant Diamond!

Adventures in Pokémon Brilliant Diamond take you to the Sinnoh region. Boasting a rich natural landscape and Mount Coronet at its centre, Sinnoh is a region of many historical myths. During your journey, you'll visit many diverse parts of the Sinnoh region as you strive to become a Pokémon League champion.



The original story has been faithfully reworked, as has the scale of distances between cities and roads. Players of the original game can revisit familiar places and relive moments they've already experienced. For those venturing into Sinnoh for the first time, many new encounters and surprises await.",Nintendo,Nintendo Switch Games,045496428075,35,"0,06",1,https://com.cqe.cz/img/galery/original/1_63218.jpg|https://com.cqe.cz/img/galery/original/1_63213.jpg|https://com.cqe.cz/img/galery/original/1_63214.jpg|https://com.cqe.cz/img/galery/original/1_63215.jpg|https://com.cqe.cz/img/galery/original/1_63216.jpg|https://com.cqe.cz/img/galery/original/1_63217.jpg,NSS532R
